Arm,Stage,MAE,RMSE,R2,MAPE,Training Time (s)
baseline_global_scaling,validation,18.140210782432042,25.03345315668124,0.7504503188362789,29.831046043301924,13.13
baseline_global_scaling,test,19.529674461061752,25.82723568315926,0.7756202151512981,30.539219161115582,
regime_normalized,validation,17.266022588289086,24.31309000824674,0.7646057701223012,26.850567878589526,12.72
regime_normalized,test,19.3066046178343,25.657590655377508,0.7785581912835684,28.234310380637357,
